WorkCode,Uraian,Region,Kolom,"NILAI BENAR (web)","NILAI WORKBOOK",Selisih,"Baris di HSP","Baris blok di AHS"
XVI.27,"Pagar Kawat Harmonika Rangka Besi Siku per m2",2,JASA+OH,150600,0,+150600,808,14373
XI.154,"Pemasangan Instalasi Lampu Luar/Taman (dengan Kabel NYM) per titik",3,JASA,89775,89774,+1,504,8975
XVI.27,"Pagar Kawat Harmonika Rangka Besi Siku per m2",3,MATERIAL+OH,190400,0,+190400,808,14373
XI.154,"Pemasangan Instalasi Lampu Luar/Taman (dengan Kabel NYM) per titik",3,HARGA+OH,212500,212400,+100,504,8975
XVI.27,"Pagar Kawat Harmonika Rangka Besi Siku per m2",4,JASA,111744,0,+111744,808,14373
XI.155,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYFGBY) per titik",3,JASA,89775,89774,+1,505,8995
I.9,"Bongkar Pasangan Batu Kali secara Manual untuk Bangunan Gedung per m3",1,JASA+OH,185200,73600,+111600,14,164
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",1,MAT,5945148,1302048,+4643100,506,9016
XII.62,"Pemasangan Instalasi Ceiling Speaker per titik",2,MATERIAL+OH,184400,191300,-6900,584,10466
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",1,MATERIAL+OH,6836900,1497300,+5339600,506,9016
XII.62,"Pemasangan Instalasi Ceiling Speaker per titik",3,MAT,160408,166408,-6000,584,10466
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",1,HARGA+OH,6928900,1589300,+5339600,506,9016
XII.62,"Pemasangan Instalasi Ceiling Speaker per titik",3,MATERIAL+OH,184400,191300,-6900,584,10466
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",2,MAT,5945148,1302048,+4643100,506,9016
XII.62,"Pemasangan Instalasi Ceiling Speaker per titik",4,MAT,160408,166408,-6000,584,10466
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",2,MATERIAL+OH,6836900,1497300,+5339600,506,9016
XII.62,"Pemasangan Instalasi Ceiling Speaker per titik",4,HARGA+OH,264000,270900,-6900,584,10466
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",2,HARGA+OH,6931800,1592200,+5339600,506,9016
XII.67,"Pemasangan Instalasi Outlet Data per titik",1,MAT,390520,422920,-32400,589,10564
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",3,MAT,5945148,1302048,+4643100,506,9016
XII.67,"Pemasangan Instalasi Outlet Data per titik",1,HARGA+OH,553700,591000,-37300,589,10564
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",3,JASA,89775,89774,+1,506,9016
XII.67,"Pemasangan Instalasi Outlet Data per titik",2,MATERIAL+OH,449000,486300,-37300,589,10564
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",3,MATERIAL+OH,6836900,1497300,+5339600,506,9016
XII.67,"Pemasangan Instalasi Outlet Data per titik",3,MAT,390520,422920,-32400,589,10564
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",3,HARGA+OH,6940100,1600500,+5339600,506,9016
XII.67,"Pemasangan Instalasi Outlet Data per titik",3,HARGA+OH,566500,603800,-37300,589,10564
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",4,MAT,5945148,1302048,+4643100,506,9016
XII.67,"Pemasangan Instalasi Outlet Data per titik",4,MATERIAL+OH,449000,486300,-37300,589,10564
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",4,MATERIAL+OH,6836900,1497300,+5339600,506,9016
XII.73,"Pemasangan Instalasi TV per titik",1,MAT,786700,803500,-16800,595,10681
XI.156,"Pemasangan Instalasi Lampu PJU (dengan Kabel NYY) per titik",4,HARGA+OH,6916500,1576900,+5339600,506,9016
XII.73,"Pemasangan Instalasi TV per titik",1,HARGA+OH,1003500,1022800,-19300,595,10681
XI.157,"Pemasangan Instalasi Lampu PJU Tiang 7 m (dengan Kabel NYM) per titik",3,JASA,89775,89774,+1,507,9040
XII.73,"Pemasangan Instalasi TV per titik",2,MATERIAL+OH,904700,924000,-19300,595,10681
XI.158,"Pemasangan Instalasi Lampu PJU Tiang 9 m (dengan Kabel NYM) per titik",3,JASA,89775,89774,+1,508,9060
XII.73,"Pemasangan Instalasi TV per titik",3,MAT,786700,803500,-16800,595,10681
XI.168,"Pemasangan Instalasi Listrik per titik",3,JASA,89775,89774,+1,518,9243
XII.73,"Pemasangan Instalasi TV per titik",3,HARGA+OH,1015500,1034900,-19400,595,10681
XII.16,"Pemasangan Instalasi Detector Addressable per titik",1,MAT,100120,106120,-6000,538,9571
XII.73,"Pemasangan Instalasi TV per titik",4,MATERIAL+OH,904700,924000,-19300,595,10681
XII.16,"Pemasangan Instalasi Detector Addressable per titik",1,MATERIAL+OH,115100,122000,-6900,538,9571
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",1,MAT,3952740,772920,+3179820,605,10869
XII.16,"Pemasangan Instalasi Detector Addressable per titik",1,HARGA+OH,207100,214000,-6900,538,9571
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",1,HARGA+OH,4557100,900300,+3656800,605,10869
XII.16,"Pemasangan Instalasi Detector Addressable per titik",2,MAT,100120,106120,-6000,538,9571
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",2,MATERIAL+OH,4545600,888800,+3656800,605,10869
XII.16,"Pemasangan Instalasi Detector Addressable per titik",2,MATERIAL+OH,115100,122000,-6900,538,9571
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",3,MAT,3952740,772920,+3179820,605,10869
XII.16,"Pemasangan Instalasi Detector Addressable per titik",2,HARGA+OH,210000,216900,-6900,538,9571
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",3,HARGA+OH,4558500,901700,+3656800,605,10869
XII.16,"Pemasangan Instalasi Detector Addressable per titik",3,MAT,100120,106120,-6000,538,9571
XII.83,"Pemasangan Kabel Power Exhaust Fan NYY 3 x 2,5mm2 per titik",4,MATERIAL+OH,4545600,888800,+3656800,605,10869
XII.16,"Pemasangan Instalasi Detector Addressable per titik",3,JASA,89775,89774,+1,538,9571
XIII.6,"Pemasangan Closet Jongkok Toto per buah",1,MAT,669000,674865,-5865,615,10998
XII.16,"Pemasangan Instalasi Detector Addressable per titik",3,MATERIAL+OH,115100,122000,-6900,538,9571
XIII.6,"Pemasangan Closet Jongkok Toto per buah",1,HARGA+OH,940100,946800,-6700,615,10998
XII.16,"Pemasangan Instalasi Detector Addressable per titik",3,HARGA+OH,218300,225200,-6900,538,9571
XIII.9,"Pemasangan Urinoir per buah",1,MATERIAL+OH,4235600,4232000,+3600,618,11052
XII.16,"Pemasangan Instalasi Detector Addressable per titik",4,MAT,100120,106120,-6000,538,9571
XIII.9,"Pemasangan Urinoir per buah",2,MAT,3683200,3680000,+3200,618,11052
XII.16,"Pemasangan Instalasi Detector Addressable per titik",4,MATERIAL+OH,115100,122000,-6900,538,9571
XIII.9,"Pemasangan Urinoir per buah",2,HARGA+OH,4599600,4596000,+3600,618,11052
XII.16,"Pemasangan Instalasi Detector Addressable per titik",4,HARGA+OH,194700,201600,-6900,538,9571
XIII.9,"Pemasangan Urinoir per buah",3,MATERIAL+OH,4235600,4232000,+3600,618,11052
XII.17,"Pemasangan Instalasi Detector Konvensional per titik",1,MAT,100120,106120,-6000,539,9595
XIII.9,"Pemasangan Urinoir per buah",4,MAT,3683200,3680000,+3200,618,11052
XII.17,"Pemasangan Instalasi Detector Konvensional per titik",1,MATERIAL+OH,115100,122000,-6900,539,9595
XIII.9,"Pemasangan Urinoir per buah",4,HARGA+OH,4540400,4536700,+3700,618,11052
XII.17,"Pemasangan Instalasi Detector Konvensional per titik",1,HARGA+OH,207100,214000,-6900,539,9595
XIII.12,"Pemasangan Kran diameter ½"" atau ¾"" ex TOTO per buah",1,MATERIAL+OH,330200,330000,+200,621,11106
XII.17,"Pemasangan Instalasi Detector Konvensional per titik",2,MAT,100120,106120,-6000,539,9595
XIII.12,"Pemasangan Kran diameter ½"" atau ¾"" ex TOTO per buah",2,MAT,287162,287000,+162,621,11106
